english,polish
good-bye,do widzenia
drinks,napoje
dave,Dave
buried,pochowany
brian,Brian
trade,handel
journey,podróż
stomach,żołądek
changes,zmiany
details,Detale
thoughts,myśli
divorce,rozwód
funeral,pogrzeb
maria,Maria
football,piłka nożna
reality,rzeczywistość
theory,teoria
gosh,Boże
ruined,zrujnowany
gate,brama
william,William
spread,rozpiętość
outta,Outta
japanese,język japoński
sudden,nagły
coat,płaszcz
sooner,wcześniej
cheese,ser
larry,Larry
spring,wiosna
page,strona
ears,uszy
simon,Szymon
castle,zamek
hidden,ukryty
storm,burza
cos,sałata
personally,osobiście
artist,artysta
hill,wzgórze
exciting,ekscytujący
permission,pozwolenie
jerry,nocnik
expensive,kosztowny
tickets,bilety
forest,las
barely,ledwie
eggs,jajka
goin,wejść
regret,żal
lesson,lekcja
lover,kochanek
bread,chleb
andy,Andy
subject,Przedmiot
legal,prawny
growing,rozwój
ill,chory
jason,Jason
mood,nastrój
owner,właściciel
caused,spowodowany
beeping,sygnał dźwiękowy
points,zwrotnica
dating,randki
loss,strata
secretary,sekretarz
revenge,zemsta
santa,Święty
likely,prawdopodobne
rent,wynajem
connection,połączenie
assistant,asystent
reasons,powody
yelling,wrzeszczał
painting,obraz
trees,drzewa
doctors,Lekarze
rush,wysypka
foreign,zagraniczny
rough,surowy
murderer,morderca
century,wiek
nights,Noce
pair,para
runs,Biegi
pocket,kieszeń
farm,gospodarstwo rolne
matt,Matt
bike,rower
obvious,oczywiste
ate,jedli
grew,dorastał
professional,profesjonalny
tim,Tim
goodness,dobroć
parts,Części
alan,Alan
university,Uniwersytet
square,kwadrat
grandfather,Dziadek
europe,Europa
genius,geniusz
cases,sprawy
ruin,ruina
winter,zima
tongue,język
memories,wspomnienia
da,da
buying,Kupowanie
cancer,nowotwór
clock,zegar
ocean,ocean
dna,DNA
liar,kłamca
tour,wycieczka
thief,złodziej
bleep,Bleep
lisa,Lisa
rights,prawa
including,włącznie z
competition,konkurencja
smith,kowal
planned,zaplanowany
emily,Emilia
boring,nudy
victims,ofiary
mentioned,wspomniany
bones,Kości
plant,zakład
bless,błogosławić
warning,ostrzeżenie
knocking,pukanie
re,odnośnie
crash,rozbić się
bedroom,sypialnia
lower,niżej
silver,srebro
groaning,jęczeć
madame,pani
defense,obrona
results,wyniki
toilet,toaleta
event,wydarzenie
complicated,skomplikowany
shape,kształt
priest,kapłan
royal,królewski
cheap,tani
romantic,romantyczny
downstairs,na dole
invite,zapraszać
fortune,fortuna
tears,łzy
avoid,unikać
reached,osiągnięty
higher,wyższy
familiar,"znajomy, rodzinny"
telephone,telefon
burning,palenie
filled,wypełniony
kelly,Kelly
alice,Alice
airport,Lotnisko
jobs,Oferty pracy
grown,dorosły
walter,Walter
rachel,Rachel
giant,ogromny
insurance,ubezpieczenie
woods,Las
n,n
scare,przestraszyć
pleased,zadowolony
period,Kropka
political,polityczny
player,gracz
stops,przystanki
secrets,tajniki
laura,Laura
repeat,powtarzać
photos,zdjęcia
finds,znaleziska
statement,oświadczenie
suck,ssać
younger,Młodszy
china,Chiny
humans,Ludzie
delicious,pyszne
particular,konkretny
proper,właściwy
rome,Rzym
belongs,należy
attacked,zaatakowany
bath,kąpiel
hired,zatrudniony
site,strona
knowledge,wiedza
b,b
led,doprowadziło
guests,goście
celebrate,świętować
map,mapa
horn,klakson
eventually,ostatecznie
pity,szkoda
powers,uprawnienie
ashamed,zawstydzony
assume,założyć
glasses,okulary
rise,wzrastać
fixed,naprawił
request,żądanie
officers,oficerowie
pounds,funty
data,dane
carefully,ostrożnie
per,za
depends,zależy
jury,jury
waited,czekałem
positive,pozytywny
attorney,adwokat
direction,kierunek
families,rodziny
clock,zegar
doin,Doin
forces,siły
location,Lokalizacja
walls,ściany
useless,bezużyteczny
grant,dotacja
saving,oszczędność
speaks,Mówi
fought,walczył
meal,posiłek
deliver,dostarczyć
answers,Odpowiedzi
changing,wymiana pieniędzy
temple,świątynia
scary,straszny
millions,miliony
offered,oferowany
regular,regularny
carrying,Niosąc
official,urzędnik
jacket,kurtka
switch,przełącznik
grave,mogiła
chase,pościg
role,rola
odd,dziwne
sexy,seksowny
faces,twarze
becomes,staje się
closes,zamyka
badly,źle
tall,wysoki
confused,zmieszany
affair,romans
television,telewizja
shock,zaszokować
raised,uniesiony
panting,dysząc
pizza,Pizza
image,obraz
clears,oczyszczenia
golden,złoty
patients,pacjenci
watched,Obejrzane
committed,zaangażowany
sexual,seksualny
suffer,cierpieć
arthur,Arthur
wherever,gdziekolwiek
plate,talerz
appear,pojawić się
chocolate,czekolada
clever,sprytny
hm,Hm
mercy,Łaska
shots,strzały
lucy,Lucy
dealing,postępowanie
trap,pułapka
charges,opłaty
phil,Phil
bang,huk
poison,zatruć
butt,krupon
drove,stado
yourselves,się
headed,głowiasty
babies,dzidziusie
yellow,żółty
soup,zupa
mystery,tajemnica
picking,owocobranie
sat,Sat
wound,rana
traffic,ruch drogowy
courage,odwaga
hunt,polowanie
indian,indyjski
rat,szczur
terms,semestry
italian,Włoski
emma,Emma
checking,kontrola
disease,choroba
managed,zarządzany
winner,zwycięzca
council,rada
appointment,"wizyta, umówione spotkanie"
monday,poniedziałek
crack,pękać
threat,groźba
jenny,przędzarka
physical,fizyczny
nation,naród
source,źródło
chose,wybrał
healthy,zdrowy
carl,Carl
victory,zwycięstwo
rick,stóg
stood,stał
kicked,kopnięty
annie,Annie
disgusting,obrzydliwy
palace,pałac
below,poniżej
shopping,zakupy
neighborhood,sąsiedztwo
march,Marsz
lips,usta
midnight,środek nocy
piss,siki
advantage,korzyść
pure,czysty
india,Indie
aside,na bok
jerk,szarpać
mail,Poczta
dawn,świt
effect,efekt
spell,zaklęcie
freak,dziwak
wood,drewno
screwed,pijany
enemies,wrogowie
gary,Gary
awake,obudzić
chuckling,Chichot
vacation,wakacje
violence,przemoc
leo,Lew
grandmother,babcia
modern,nowoczesny
luke,Łukasz
firm,solidny
prime,główny
heh,heh
touched,wzruszony
talent,talent
whore,kurwa
piano,fortepian
license,licencja
cooking,gotowanie
honour,zaszczyt
concern,sprawa
moves,ruchy
available,do dyspozycji
factory,fabryka
gods,bogowie
value,wartość
central,centralny
union,unia
mirror,lustro
studio,studio
media,głoska bezdźwięczna
taxi,Taxi
dies,umiera
iron,żelazo
hearts,kiery
desire,pragnienie
rob,obrabować
claire,Claire
fred,Fred
songs,Piosenki
washington,Waszyngton
monkey,małpa
pride,duma
pills,pigułki
miracle,cud
swim,pływać
burned,spalony
smells,zapach
joking,żartowanie
christian,chrześcijanin
bleeding,krwawienie
hook,hak
beating,bicie
protection,ochrona
treatment,leczenie
ear,ucho
carter,furman
metal,metal
disappear,znikać
grateful,wdzięczny
extremely,niezwykle
treasure,skarb
rescue,ratować
capable,zdolny
passing,przechodzący
chatter,gadać
result,wynik
suffering,cierpienie
sisters,siostry
laid,położony
governor,gubernator
guards,gwardia
louis,Louis
text,tekst
literally,dosłownie
remove,usunąć
becoming,twarzowy
performance,wydajność
stronger,silniejszy
rate,wskaźnik
deeply,głęboko
scream,krzyk
desert,pustynia
vehicle,pojazd
illegal,nielegalny
pulling,ciągnięcie
throwing,rzucanie
josh,Josh
unbelievable,nie do wiary
ted,przetrząsać
zero,zero
dean,dziekan
curious,ciekawski
sean,Sean
candy,cukierek
bone,kość
tied,zawiązany
edge,Brzeg
load,Załaduj
susan,Susan
ahh,Ahh
mountains,góry
boom,Bum
former,dawny
holiday,święto
riding,jazda konna
scoffs,szydzi
hundreds,setki
motherfucker,skurwysynek
sue,pozwać
bags,torebki
stealing,kradzież
appears,wydaje
arrive,przyjechać
remains,pozostaje
decent,przyzwoity
issues,zagadnienia
tip,Wskazówka
fail,ponieść porażkę
bride,panna młoda
pissed,zalany
penny,grosz
claim,prawo
friendship,przyjaźń
desperate,zdesperowany
flower,kwiat
dramatic,dramatyczny
refuse,odrzucać
solve,rozwiązywać
theme,motyw
loving,kochający
properly,odpowiednio
dragon,smok
mostly,przeważnie
chuck,gdakanie
directly,bezpośrednio
surface,powierzchnia
FALSE,FAŁSZYWY
cast,rzucać 
junior,junior
hunting,polowanie
silent,cichy
thou,ty
egg,jajko
germany,Niemcy
punch,dziurkacz
africa,Afryka
woke,obudził
intelligence,inteligencja
borrow,pożyczyć
winning,zwycięski
falls,spada
popular,popularny
escaped,uciekł
witch,czarownica
convinced,przekonany
warn,ostrzegać
announcer,spiker
champagne,szampan
dust,pył
kyle,Kyle
someday,pewnego dnia
fallen,upadły
stranger,nieznajomy
presence,obecność
tear,łza
st.,St.
internet,Internet
monsieur,lord
therefore,dlatego
technology,technologia
tires,Opony
toast,toast
wise,mądry
clark,Clark
americans,Amerykanie
notes,notatki
smoking,palenie
hank,motek
ls,LS
april,kwiecień
wolf,Wilk
precious,cenny
rooms,pokoje
coast,Wybrzeże
treated,leczony
material,materiał
released,wydany
uniform,mundur
hated,znienawidzony
considered,uważane
rice,Ryż
exchange,Wymieniać się
steps,kroki
blake,Blake
convince,przekonać
beast,bestia
cow,krowa
files,akta
signs,oznaki
drag,ciągnąć
cab,taksówka
hung,zawieszony
carried,realizowane
ordinary,zwykły
successful,odnoszący sukcesy
eve,przeddzień
mistakes,błędy
houses,domy
chattering,gadanie
brains,mózg
japan,Japonia
creature,kreatura
fourth,czwarty
separate,oddzielny
cleaning,czyszczenie
california,Kalifornia
lf,lf
ll,ll
shift,Zmiana
elizabeth,Elizabeth
chicago,Chicago
exact,dokładny
karen,Karen
goal,bramka
expert,ekspert
served,podawane
direct,bezpośredni
score,wynik
row,wiersz
marks,znaki
twenty,20
receive,odbierać
series,seria
section,Sekcja
pilot,pilot
jackson,Jackson
darkness,ciemność
thy,twój
sale,wyprzedaż
destiny,przeznaczenie
cure,lek
spoken,Mówiony
armed,uzbrojony
rare,rzadki
helen,Helen
grade,gatunek
juice,sok
wide,szeroki
tower,wieża
solution,rozwiązanie
schedule,harmonogram
explosion,eksplozja
wheel,koło
cigarette,papieros
julie,Julie
fruit,owoc
blew,Blew
victor,zwycięzca
talks,rozmowy
sacrifice,poświęcenie
range,zasięg
button,przycisk
reports,Raporty
prisoner,więzień
pie,ciasto
effort,wysiłek
youth,młodzież
pot,garnek
eaten,zjedzony
taylor,Taylor
knees,kolana
garage,garaż
parking,parking
ambulance,karetka
staring,gapiowski
chances,szanse
circumstances,okoliczności
sin,grzech
gordon,Gordon
progress,postęp
unusual,niezwykłe
county,Hrabstwo
stairs,schody
campaign,kampania
mon,Mon
vision,wizja
reporter,reporter
equipment,ekwipunek
moments,chwile
joey,Joey
mass,masa
alien,obcy
trapped,uwięziony
helps,pomaga
route,trasa
defend,bronić
trace,namierzać
nasty,paskudny
tests,Testy
magazine,czasopismo
rocks,Skały
dump,wysypisko
rude,niegrzeczny
searching,badawczy
clue,Wskazówka
connected,połączony
amen,Amen
pushed,pchany
merry,radosny
zone,strefa
senior,senior
closing,zamknięcie
freeze,zamrażać
emperor,cesarz
incident,incydent
snake,wąż
mexico,Meksyk
lily,lilia
actor,aktor
newspaper,Gazeta
sentence,wyrok
greg,Greg
leading,prowadzący
friendly,przyjazny
jones,Jones
chosen,wybrany
engaged,zaręczony
julia,Julia
charming,uroczy
mustn,Mustn
anger,gniew
spending,wydatki
learning,uczenie się
spy,szpieg
sharp,ostry
shadow,cień
warrant,nakaz
elevator,winda
kingdom,Królestwo
ricky,Ricky
jamie,Jamie
squad,Drużyna
shoulder,ramię
wave,fala
amanda,Amanda
highness,wygórowanie
kinds,rodzaje
fishing,Wędkarstwo
sometime,czasami
attitude,nastawienie
sucks,Suck
negative,negatywny
screen,ekran
workers,pracownicy
bored,znudzony
cameras,kamery
similar,podobny
understanding,zrozumienie
beeps,sygnały dźwiękowe
chain,łańcuch
bull,byk
gasping,bez tchu
fully,w pełni
robin,rudzik
collect,zebrać
gorgeous,przepiękny
morgan,Morgan
passion,pasja
writer,pisarz
empire,imperium
international,międzynarodowy
curse,przekleństwo
hire,wynajmować
bastards,Bastardowie
puts,Pass
leads,wskazówki
id,ID
blows,Blows
sons,synowie
estate,osiedle
customers,klienci
maggie,Maggie
gunshot,postrzałowy
i-,i-
device,urządzenie
troops,wojsko
hug,uścisk
design,projekt
movement,ruch
thunder,grzmot
object,obiekt
loser,przegrany
pen,długopis
sobbing,Sobbing
politics,Polityka
despite,mimo
alcohol,alkohol
climb,wspinać się
clients,klienci
conference,konferencja
provide,dostarczać
marty,Marty
seek,szukać
witnesses,świadkowie
earn,zarabiać
trash,śmieci
valley,dolina
fashion,moda
howard,Howard
episode,epizod
prize,nagroda
previously,poprzednio
sports,Sporty
wanting,brakujący
debt,dług
wishes,życzenia
hitler,Hitler
wire,drut
thee,ciebie
circle,okrąg
approach,zbliżać się
stock,Zbiory
facts,fakty
remembered,zapamiętany
percent,procent
normally,normalnie
tail,ogon
joined,Dołączył
education,Edukacja
bravo,Brawo
library,biblioteka
rape,rzepak
wings,skrzydełka
growling,warczenie
thrown,rzucony
tank,czołg
exhales,Wydech
authority,autorytet
current,obecny
failure,awaria
nightmare,koszmar
hitting,uderzenie
glory,chwała
knocked,zapukał
studying,uczenie się
barry,Barry
agency,agencja
apple,jabłko
border,granica
rope,lina
duck,kaczka
reputation,reputacja
confidence,zaufanie
yard,dziedziniec
beloved,ukochany
lack,brak
actual,rzeczywisty
skills,umiejętności
films,filmy
mental,psychiczny
salt,Sól
flesh,ciało
anne,Anne
secure,bezpieczne
highly,wysoko
federal,federalny
sand,piasek
emotional,emocjonalny
setting,ustawienie
nothin,nic
senator,senator
services,usługi
robbery,rozbój
hates,nienawidzi
fed,karmiony
reward,nagroda
theater,teatr
johnson,Johnson
commit,popełniać
patrick,Patrick
entirely,całkowicie
extraordinary,nadzwyczajny
ships,statki
opposite,naprzeciwko
parties,imprezy
stands,stoi
terry,Terry
chat,czat
events,wydarzenia
mummy,mumia
bay,zatoka
slip,poślizg
disappointed,rozczarowany
settled,zadomowiony
begins,zaczyna się
andrew,Andrzej
alert,alarm
detail,Szczegół
pink,różowy
fellas,faceci
accepted,przyjęty
background,tło
garbage,Śmieci
panic,panika
minds,umysły
belt,pas
blowing,dmuchanie
hollywood,Hollywood
agreement,umowa
jackie,Jackie
pushing,popychanie
ability,umiejętność
tiger,Tygrys
whispering,szeptanie
culture,kultura
saint,święty
jesse,Jesse
task,zadanie
solid,solidny
doll,LALKA
intend,zamierzać
district,dzielnica
pa,rocznie
gee,Ojej
custody,opieka
ignore,ignorować
naturally,naturalnie
useful,użyteczne
attempt,próba
abandoned,opuszczony
cutting,ciąć
kissed,pocałowany
guarantee,gwarancja
barking,korowanie
gather,zebrać
policy,polityka
u.s.,nas.
violent,brutalny
maid,pokojówka
embarrassing,żenujący
childhood,dzieciństwo
wasting,zmarnowanie
bow,kokarda
chick,pisklę
sara,Sara
disaster,katastrofa
revolution,rewolucja
online,online
f,f
demon,Demon
heavily,ciężko
coincidence,zbieg okoliczności
perform,odgrywać
thin,cienki
terrific,przerażający
mac,prochowiec
crown,korona
identity,tożsamość
virgin,dziewica
impressive,imponujący
windows,okna
no-one,nikt
potential,potencjał
guitar,gitara
committee,komisja
dozen,tuzin
delivery,dostawa
advance,osiągnięcie
quietly,cicho
stan,Stan
teaching,nauczanie
hunter,Łowca
latest,najnowszy
hurting,bolesne
swing,huśtać się
capital,kapitał
counting,rachunkowość
drew,rysował
dirt,brud
whistle,gwizdać
marie,Marie
hits,trafienia
doug,Doug
deny,zaprzeczyć
urgent,pilne
threatened,zagrożony
behavior,zachowanie
molly,pedał
mixed,mieszany
stays,gorset
assure,gwarantować
subtitles,napisy na filmie obcojęzycznym
explanation,wyjaśnienie
wins,wygrywa
unique,unikalny
chasing,ściganie
billion,miliard
duke,książę
production,produkcja
slave,niewolnik
agents,agenci
carol,kolęda
lets,pozwól
cruel,okrutny
mask,maska
sally,wypad
behave,zachowywać się
bury,pogrzebać
massive,masywny
pathetic,żałosne
species,gatunek
approaching,zbliżający się
jo,Jo
loan,pożyczka
struggle,walka
dish,danie
trusted,zaufany
jumped,skoczył
firing,ostrzał
channel,kanał
abby,Abby
stopping,zatrzymanie
asks,pyta
jean,drelich
swimming,pływanie
daily,codzienny
basement,piwnica
linda,Linda
quarter,kwartał
erm,Erm
bound,zobowiązany
navy,marynarka wojenna
article,artykuł
guide,przewodnik
accused,oskarżony
transfer,przenosić 
guts,wnętrzności
quality,jakość
fella,koleś
roman,rzymski
greater,większy
damned,cholernie
couch,kanapa
cheer,wiwat
vegas,Vegas
shoe,but
title,tytuł
shy,nieśmiały
punishment,kara
los,Los
clicks,kliknięcia
you,ty
closet,gabinet
bye-bye,PA pa
fever,gorączka
coward,tchórz
flash,Lampa błyskowa
impressed,pod wrażeniem
bruce,Bruce
siren,syrena
prisoners,więźniowie
sides,boki
bowl,miska
katie,Katie
supply,dostarczać
sensitive,wrażliwy
hopefully,ufnie
rolling,walcowanie
roy,Roy
dollar,dolar
tone,ton
voices,głosy
g,g
i,i
cheating,oszukiwanie
confess,wyznać
demand,żądanie
museum,muzeum
unknown,nieznany
drama,dramat
suspicious,podejrzany
adult,dorosły
todd,Todd
frightened,przerażony
warned,ostrzeżony
steady,stały
kills,zabójstwa
crossed,skrzyżowane
lou,Lou
particularly,w szczególności
sandwich,kanapka
laws,prawa
joint,wspólny
bullets,kule
package,pakiet
trained,przeszkolony
thursday,czwartek
boots,buty
possibility,możliwość
albert,Albert
civil,cywilny
june,czerwiec
germans,Niemcy
baseball,baseball
express,wyrazić
miserable,nieszczęśliwy
tuesday,wtorek
parker,Parker
lion,Lew
joseph,Joseph
refused,odrzucony
shine,połysk
assault,napaść
hong,Hong
jokes,Żarby
breaks,przerwy
argue,kłócić się
you-,ty-
trail,ścieżka
option,opcja
recall,przypomnienie sobie czegoś
mighty,potężny
collection,kolekcja
oliver,Oliver
wilson,Wilson
accent,akcent
believes,wierzy
decisions,decyzje
embarrassed,Zakłopotany
mobile,mobilny
customer,klient
terribly,niemożliwie
sec,Sec
charity,jałmużna
considering,rozważając
pussy,kiciuś
donna,Donna
protecting,ochrona
flag,flaga
kidnapped,porwany
italy,Włochy
balance,saldo
creatures,stworzenia
nuclear,jądrowy
wallet,portfel
shout,krzyczeć
vincent,Vincent
entered,weszła
impression,wrażenie
angela,Angela
jay,sójka
degrees,stopni
favour,przychylność
reaction,reakcja
network,sieć
jessica,Jessica
version,wersja
concert,koncert
gear,bieg 
singer,piosenkarz
diamond,diament
defeat,Pokonać
steven,Steven
lane,uliczka
blast,podmuch
wounded,ranny
anytime,w dowolnym momencie
partners,wzmacniacz
ages,wieczność
charlotte,Charlotte
ceremony,ceremonia
league,liga
bars,słupy
orange,Pomarańczowy
specific,konkretny
conditions,warunki
plastic,Plastikowy
crisis,kryzys
fifth,piąty
term,termin
self,samego siebie
offering,oferując
bud,pączek
suffered,cierpiał
reported,Zgłoszone
commissioner,komisarz
rip,rozerwać
mysterious,tajemniczy
entrance,wejście
messed,pomieszany
tunnel,tunel
designed,zaprojektowany
neighbor,sąsiad
aboard,na
sweat,pot
justin,Justin
ghosts,duchy
crimes,przestępstwa
costs,koszty
deserves,zasługuje na
dreaming,marzenie
bust,biust
el,El
teddy,Miś
kong,Kong
messages,wiadomości
enjoying,ciesząc
afterwards,następnie
comfort,komfort
mason,mason
surrender,poddać się
gym,siłownia
kitty,koteczek
crush,zmiażdżyć
yup,tak
arranged,Ułożony
suits,garnitury
pee,robić siku
stress,stres
cave,jaskinia
wing,skrzydło
jordan,Jordania
